Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-29T00:00+02:00;2021-09-30T00:00+02:00;29.09.2021;Totalt i retning UNN;2305
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-29T00:00+02:00;2021-09-30T00:00+02:00;29.09.2021;Totalt;4596
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-30T00:00+02:00;2021-10-01T00:00+02:00;30.09.2021;1;2217
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-30T00:00+02:00;2021-10-01T00:00+02:00;30.09.2021;2;2225
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-30T00:00+02:00;2021-10-01T00:00+02:00;30.09.2021;Totalt i retning Planetariet;2217
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-30T00:00+02:00;2021-10-01T00:00+02:00;30.09.2021;Totalt i retning UNN;2225
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-09-30T00:00+02:00;2021-10-01T00:00+02:00;30.09.2021;Totalt;4442
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-01T00:00+02:00;2021-10-02T00:00+02:00;01.10.2021;1;2070
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-01T00:00+02:00;2021-10-02T00:00+02:00;01.10.2021;2;2116
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-01T00:00+02:00;2021-10-02T00:00+02:00;01.10.2021;Totalt i retning Planetariet;2070
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-01T00:00+02:00;2021-10-02T00:00+02:00;01.10.2021;Totalt i retning UNN;2116
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-01T00:00+02:00;2021-10-02T00:00+02:00;01.10.2021;Totalt;4186
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-02T00:00+02:00;2021-10-03T00:00+02:00;02.10.2021;1;569
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-02T00:00+02:00;2021-10-03T00:00+02:00;02.10.2021;2;564
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-02T00:00+02:00;2021-10-03T00:00+02:00;02.10.2021;Totalt i retning Planetariet;569
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-02T00:00+02:00;2021-10-03T00:00+02:00;02.10.2021;Totalt i retning UNN;564
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-02T00:00+02:00;2021-10-03T00:00+02:00;02.10.2021;Totalt;1133
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-03T00:00+02:00;2021-10-04T00:00+02:00;03.10.2021;1;563
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-03T00:00+02:00;2021-10-04T00:00+02:00;03.10.2021;2;552
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-03T00:00+02:00;2021-10-04T00:00+02:00;03.10.2021;Totalt i retning Planetariet;563
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-03T00:00+02:00;2021-10-04T00:00+02:00;03.10.2021;Totalt i retning UNN;552
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-03T00:00+02:00;2021-10-04T00:00+02:00;03.10.2021;Totalt;1115
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-04T00:00+02:00;2021-10-05T00:00+02:00;04.10.2021;1;2410
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-04T00:00+02:00;2021-10-05T00:00+02:00;04.10.2021;2;2401
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-04T00:00+02:00;2021-10-05T00:00+02:00;04.10.2021;Totalt i retning Planetariet;2410
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-04T00:00+02:00;2021-10-05T00:00+02:00;04.10.2021;Totalt i retning UNN;2401
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-04T00:00+02:00;2021-10-05T00:00+02:00;04.10.2021;Totalt;4811
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-05T00:00+02:00;2021-10-06T00:00+02:00;05.10.2021;1;2230
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-05T00:00+02:00;2021-10-06T00:00+02:00;05.10.2021;2;2269
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-05T00:00+02:00;2021-10-06T00:00+02:00;05.10.2021;Totalt i retning Planetariet;2230
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-05T00:00+02:00;2021-10-06T00:00+02:00;05.10.2021;Totalt i retning UNN;2269
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-05T00:00+02:00;2021-10-06T00:00+02:00;05.10.2021;Totalt;4499
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-06T00:00+02:00;2021-10-07T00:00+02:00;06.10.2021;1;2273
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-06T00:00+02:00;2021-10-07T00:00+02:00;06.10.2021;2;2393
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-06T00:00+02:00;2021-10-07T00:00+02:00;06.10.2021;Totalt i retning Planetariet;2273
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-06T00:00+02:00;2021-10-07T00:00+02:00;06.10.2021;Totalt i retning UNN;2393
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-06T00:00+02:00;2021-10-07T00:00+02:00;06.10.2021;Totalt;4666
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-07T00:00+02:00;2021-10-08T00:00+02:00;07.10.2021;1;2096
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-07T00:00+02:00;2021-10-08T00:00+02:00;07.10.2021;2;2146
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-07T00:00+02:00;2021-10-08T00:00+02:00;07.10.2021;Totalt i retning Planetariet;2096
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-07T00:00+02:00;2021-10-08T00:00+02:00;07.10.2021;Totalt i retning UNN;2146
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-07T00:00+02:00;2021-10-08T00:00+02:00;07.10.2021;Totalt;4242
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-08T00:00+02:00;2021-10-09T00:00+02:00;08.10.2021;1;1877
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-08T00:00+02:00;2021-10-09T00:00+02:00;08.10.2021;2;1895
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-08T00:00+02:00;2021-10-09T00:00+02:00;08.10.2021;Totalt i retning Planetariet;1877
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-08T00:00+02:00;2021-10-09T00:00+02:00;08.10.2021;Totalt i retning UNN;1895
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-08T00:00+02:00;2021-10-09T00:00+02:00;08.10.2021;Totalt;3772
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-09T00:00+02:00;2021-10-10T00:00+02:00;09.10.2021;1;604
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-09T00:00+02:00;2021-10-10T00:00+02:00;09.10.2021;2;582
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-09T00:00+02:00;2021-10-10T00:00+02:00;09.10.2021;Totalt i retning Planetariet;603
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-09T00:00+02:00;2021-10-10T00:00+02:00;09.10.2021;Totalt i retning UNN;583
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-09T00:00+02:00;2021-10-10T00:00+02:00;09.10.2021;Totalt;1186
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-10T00:00+02:00;2021-10-11T00:00+02:00;10.10.2021;1;662
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-10T00:00+02:00;2021-10-11T00:00+02:00;10.10.2021;2;645
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-10T00:00+02:00;2021-10-11T00:00+02:00;10.10.2021;Totalt i retning Planetariet;662
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-10T00:00+02:00;2021-10-11T00:00+02:00;10.10.2021;Totalt i retning UNN;645
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-10T00:00+02:00;2021-10-11T00:00+02:00;10.10.2021;Totalt;1307
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-11T00:00+02:00;2021-10-12T00:00+02:00;11.10.2021;1;2345
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-11T00:00+02:00;2021-10-12T00:00+02:00;11.10.2021;2;2352
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-11T00:00+02:00;2021-10-12T00:00+02:00;11.10.2021;Totalt i retning Planetariet;2346
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-11T00:00+02:00;2021-10-12T00:00+02:00;11.10.2021;Totalt i retning UNN;2351
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-11T00:00+02:00;2021-10-12T00:00+02:00;11.10.2021;Totalt;4697
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-12T00:00+02:00;2021-10-13T00:00+02:00;12.10.2021;1;2497
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-12T00:00+02:00;2021-10-13T00:00+02:00;12.10.2021;2;2531
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-12T00:00+02:00;2021-10-13T00:00+02:00;12.10.2021;Totalt i retning Planetariet;2497
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-12T00:00+02:00;2021-10-13T00:00+02:00;12.10.2021;Totalt i retning UNN;2531
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-12T00:00+02:00;2021-10-13T00:00+02:00;12.10.2021;Totalt;5028
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-13T00:00+02:00;2021-10-14T00:00+02:00;13.10.2021;1;2424
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-13T00:00+02:00;2021-10-14T00:00+02:00;13.10.2021;2;2482
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-13T00:00+02:00;2021-10-14T00:00+02:00;13.10.2021;Totalt i retning Planetariet;2423
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-13T00:00+02:00;2021-10-14T00:00+02:00;13.10.2021;Totalt i retning UNN;2483
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-13T00:00+02:00;2021-10-14T00:00+02:00;13.10.2021;Totalt;4906
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-14T00:00+02:00;2021-10-15T00:00+02:00;14.10.2021;1;2460
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-14T00:00+02:00;2021-10-15T00:00+02:00;14.10.2021;2;2506
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-14T00:00+02:00;2021-10-15T00:00+02:00;14.10.2021;Totalt i retning Planetariet;2461
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-14T00:00+02:00;2021-10-15T00:00+02:00;14.10.2021;Totalt i retning UNN;2505
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-14T00:00+02:00;2021-10-15T00:00+02:00;14.10.2021;Totalt;4966
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-15T00:00+02:00;2021-10-16T00:00+02:00;15.10.2021;1;2259
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-15T00:00+02:00;2021-10-16T00:00+02:00;15.10.2021;2;2316
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-15T00:00+02:00;2021-10-16T00:00+02:00;15.10.2021;Totalt i retning Planetariet;2259
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-15T00:00+02:00;2021-10-16T00:00+02:00;15.10.2021;Totalt i retning UNN;2316
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-15T00:00+02:00;2021-10-16T00:00+02:00;15.10.2021;Totalt;4575
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-16T00:00+02:00;2021-10-17T00:00+02:00;16.10.2021;1;644
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-16T00:00+02:00;2021-10-17T00:00+02:00;16.10.2021;2;606
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-16T00:00+02:00;2021-10-17T00:00+02:00;16.10.2021;Totalt i retning Planetariet;644
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-16T00:00+02:00;2021-10-17T00:00+02:00;16.10.2021;Totalt i retning UNN;606
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-16T00:00+02:00;2021-10-17T00:00+02:00;16.10.2021;Totalt;1250
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-17T00:00+02:00;2021-10-18T00:00+02:00;17.10.2021;1;630
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-17T00:00+02:00;2021-10-18T00:00+02:00;17.10.2021;2;597
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-17T00:00+02:00;2021-10-18T00:00+02:00;17.10.2021;Totalt i retning Planetariet;629
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-17T00:00+02:00;2021-10-18T00:00+02:00;17.10.2021;Totalt i retning UNN;598
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-17T00:00+02:00;2021-10-18T00:00+02:00;17.10.2021;Totalt;1227
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-18T00:00+02:00;2021-10-19T00:00+02:00;18.10.2021;1;2322
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-18T00:00+02:00;2021-10-19T00:00+02:00;18.10.2021;2;2354
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-18T00:00+02:00;2021-10-19T00:00+02:00;18.10.2021;Totalt i retning Planetariet;2322
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-18T00:00+02:00;2021-10-19T00:00+02:00;18.10.2021;Totalt i retning UNN;2354
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-18T00:00+02:00;2021-10-19T00:00+02:00;18.10.2021;Totalt;4676
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-19T00:00+02:00;2021-10-20T00:00+02:00;19.10.2021;1;2387
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-19T00:00+02:00;2021-10-20T00:00+02:00;19.10.2021;2;2447
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-19T00:00+02:00;2021-10-20T00:00+02:00;19.10.2021;Totalt i retning Planetariet;2388
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-19T00:00+02:00;2021-10-20T00:00+02:00;19.10.2021;Totalt i retning UNN;2446
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-19T00:00+02:00;2021-10-20T00:00+02:00;19.10.2021;Totalt;4834
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-20T00:00+02:00;2021-10-21T00:00+02:00;20.10.2021;1;2346
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-20T00:00+02:00;2021-10-21T00:00+02:00;20.10.2021;2;2393
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-20T00:00+02:00;2021-10-21T00:00+02:00;20.10.2021;Totalt i retning Planetariet;2345
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-20T00:00+02:00;2021-10-21T00:00+02:00;20.10.2021;Totalt i retning UNN;2394
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-20T00:00+02:00;2021-10-21T00:00+02:00;20.10.2021;Totalt;4739
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-21T00:00+02:00;2021-10-22T00:00+02:00;21.10.2021;1;2208
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-21T00:00+02:00;2021-10-22T00:00+02:00;21.10.2021;2;2280
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-21T00:00+02:00;2021-10-22T00:00+02:00;21.10.2021;Totalt i retning Planetariet;2208
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-21T00:00+02:00;2021-10-22T00:00+02:00;21.10.2021;Totalt i retning UNN;2280
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-21T00:00+02:00;2021-10-22T00:00+02:00;21.10.2021;Totalt;4488
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-22T00:00+02:00;2021-10-23T00:00+02:00;22.10.2021;1;2151
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-22T00:00+02:00;2021-10-23T00:00+02:00;22.10.2021;2;2202
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-22T00:00+02:00;2021-10-23T00:00+02:00;22.10.2021;Totalt i retning Planetariet;2150
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-22T00:00+02:00;2021-10-23T00:00+02:00;22.10.2021;Totalt i retning UNN;2203
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-22T00:00+02:00;2021-10-23T00:00+02:00;22.10.2021;Totalt;4353
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-23T00:00+02:00;2021-10-24T00:00+02:00;23.10.2021;1;667
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-23T00:00+02:00;2021-10-24T00:00+02:00;23.10.2021;2;623
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-23T00:00+02:00;2021-10-24T00:00+02:00;23.10.2021;Totalt i retning Planetariet;667
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-23T00:00+02:00;2021-10-24T00:00+02:00;23.10.2021;Totalt i retning UNN;623
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-23T00:00+02:00;2021-10-24T00:00+02:00;23.10.2021;Totalt;1290
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-24T00:00+02:00;2021-10-25T00:00+02:00;24.10.2021;1;643
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-24T00:00+02:00;2021-10-25T00:00+02:00;24.10.2021;2;585
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-24T00:00+02:00;2021-10-25T00:00+02:00;24.10.2021;Totalt i retning Planetariet;642
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-24T00:00+02:00;2021-10-25T00:00+02:00;24.10.2021;Totalt i retning UNN;586
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-24T00:00+02:00;2021-10-25T00:00+02:00;24.10.2021;Totalt;1228
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-25T00:00+02:00;2021-10-26T00:00+02:00;25.10.2021;1;2329
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-25T00:00+02:00;2021-10-26T00:00+02:00;25.10.2021;2;2323
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-25T00:00+02:00;2021-10-26T00:00+02:00;25.10.2021;Totalt i retning Planetariet;2329
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-25T00:00+02:00;2021-10-26T00:00+02:00;25.10.2021;Totalt i retning UNN;2323
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-25T00:00+02:00;2021-10-26T00:00+02:00;25.10.2021;Totalt;4652
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-26T00:00+02:00;2021-10-27T00:00+02:00;26.10.2021;1;2274
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-26T00:00+02:00;2021-10-27T00:00+02:00;26.10.2021;2;2211
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-26T00:00+02:00;2021-10-27T00:00+02:00;26.10.2021;Totalt i retning Planetariet;2274
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-26T00:00+02:00;2021-10-27T00:00+02:00;26.10.2021;Totalt i retning UNN;2211
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-26T00:00+02:00;2021-10-27T00:00+02:00;26.10.2021;Totalt;4485
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-27T00:00+02:00;2021-10-28T00:00+02:00;27.10.2021;1;2257
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-27T00:00+02:00;2021-10-28T00:00+02:00;27.10.2021;2;2272
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-27T00:00+02:00;2021-10-28T00:00+02:00;27.10.2021;Totalt i retning Planetariet;2256
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-27T00:00+02:00;2021-10-28T00:00+02:00;27.10.2021;Totalt i retning UNN;2273
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-27T00:00+02:00;2021-10-28T00:00+02:00;27.10.2021;Totalt;4529
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-28T00:00+02:00;2021-10-29T00:00+02:00;28.10.2021;1;2310
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-28T00:00+02:00;2021-10-29T00:00+02:00;28.10.2021;2;2406
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-28T00:00+02:00;2021-10-29T00:00+02:00;28.10.2021;Totalt i retning Planetariet;2310
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-28T00:00+02:00;2021-10-29T00:00+02:00;28.10.2021;Totalt i retning UNN;2406
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-28T00:00+02:00;2021-10-29T00:00+02:00;28.10.2021;Totalt;4716
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-29T00:00+02:00;2021-10-30T00:00+02:00;29.10.2021;1;2122
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-29T00:00+02:00;2021-10-30T00:00+02:00;29.10.2021;2;2225
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-29T00:00+02:00;2021-10-30T00:00+02:00;29.10.2021;Totalt i retning Planetariet;2121
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-29T00:00+02:00;2021-10-30T00:00+02:00;29.10.2021;Totalt i retning UNN;2226
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-29T00:00+02:00;2021-10-30T00:00+02:00;29.10.2021;Totalt;4347
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-30T00:00+02:00;2021-10-31T00:00+02:00;30.10.2021;1;670
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-30T00:00+02:00;2021-10-31T00:00+02:00;30.10.2021;2;712
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-30T00:00+02:00;2021-10-31T00:00+02:00;30.10.2021;Totalt i retning Planetariet;670
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-30T00:00+02:00;2021-10-31T00:00+02:00;30.10.2021;Totalt i retning UNN;712
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-30T00:00+02:00;2021-10-31T00:00+02:00;30.10.2021;Totalt;1382
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-31T00:00+02:00;2021-11-01T00:00+01:00;31.10.2021;1;603
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-31T00:00+02:00;2021-11-01T00:00+01:00;31.10.2021;2;600
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-31T00:00+02:00;2021-11-01T00:00+01:00;31.10.2021;Totalt i retning Planetariet;603
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-31T00:00+02:00;2021-11-01T00:00+01:00;31.10.2021;Totalt i retning UNN;600
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-10-31T00:00+02:00;2021-11-01T00:00+01:00;31.10.2021;Totalt;1203
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-01T00:00+01:00;2021-11-02T00:00+01:00;01.11.2021;1;2256
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-01T00:00+01:00;2021-11-02T00:00+01:00;01.11.2021;2;2305
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-01T00:00+01:00;2021-11-02T00:00+01:00;01.11.2021;Totalt i retning Planetariet;2254
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-01T00:00+01:00;2021-11-02T00:00+01:00;01.11.2021;Totalt i retning UNN;2307
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-01T00:00+01:00;2021-11-02T00:00+01:00;01.11.2021;Totalt;4561
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-02T00:00+01:00;2021-11-03T00:00+01:00;02.11.2021;1;2270
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-02T00:00+01:00;2021-11-03T00:00+01:00;02.11.2021;2;2360
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-02T00:00+01:00;2021-11-03T00:00+01:00;02.11.2021;Totalt i retning Planetariet;2270
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-02T00:00+01:00;2021-11-03T00:00+01:00;02.11.2021;Totalt i retning UNN;2360
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-02T00:00+01:00;2021-11-03T00:00+01:00;02.11.2021;Totalt;4630
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-03T00:00+01:00;2021-11-04T00:00+01:00;03.11.2021;1;2240
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-03T00:00+01:00;2021-11-04T00:00+01:00;03.11.2021;2;2356
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-03T00:00+01:00;2021-11-04T00:00+01:00;03.11.2021;Totalt i retning Planetariet;2237
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-03T00:00+01:00;2021-11-04T00:00+01:00;03.11.2021;Totalt i retning UNN;2359
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-03T00:00+01:00;2021-11-04T00:00+01:00;03.11.2021;Totalt;4596
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-04T00:00+01:00;2021-11-05T00:00+01:00;04.11.2021;1;2167
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2021-11-04T00:00+01:00;2021-11-05T00:00+01:00;04.11.2021;2;2242
