Navn;Vegreferanse;Fra;Til;Dato;Trafikkmengde
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;1929
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;2020
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;3949
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;1917
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;2030
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;1918
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;2029
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;3947
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;1871
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;1994
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;1871
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;1994
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;3865
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;1911
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;2040
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;1911
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;2040
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;3951
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1735
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1865
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1735
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;1865
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;3600
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;630
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;623
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;630
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;623
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;1253
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;566
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;570
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;566
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;570
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;1136
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;1902
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;2075
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;1901
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;2076
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;3977
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;1852
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;2009
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;1851
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;2010
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;3861
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;1889
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;2038
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;1888
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;2039
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;3927
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;1878
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;2027
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;1877
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;2028
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;3905
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1697
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1925
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1698
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;1924
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;3622
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;680
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;670
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;678
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;672
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;1350
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;581
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;597
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;581
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;597
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;1178
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;2002
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;2160
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;2001
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;2161
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;4162
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;1916
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;2043
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;1912
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;2047
Hansine Hansens veg;KV12650 S2D1 m20;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;3959
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;1944
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;2095
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;1944
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;2095
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;4039
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;1850
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;2025
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;1847
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;2028
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;3875
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;1793
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;1856
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;1794
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;1855
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;3649
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;572
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;603
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;572
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;603
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;1175
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;508
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;509
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;507
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;510
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;1017
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1495
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1636
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1494
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;1637
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;3131
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;1613
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;1723
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;1613
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;1723
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;3336
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;1545
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;1673
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;1545
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;1673
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;3218
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;1503
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;1630
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;1501
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;1632
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;3133
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;1391
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;1601
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;1388
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;1604
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-10T00:00+01:00;2023-03-11T00:00+01:00;10.03.2023;2992
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;563
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;595
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;563
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;595
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-11T00:00+01:00;2023-03-12T00:00+01:00;11.03.2023;1158
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;479
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;524
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;478
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;525
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-12T00:00+01:00;2023-03-13T00:00+01:00;12.03.2023;1003
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;1856
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;1974
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;1853
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;1977
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-13T00:00+01:00;2023-03-14T00:00+01:00;13.03.2023;3830
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;1907
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;2040
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;1905
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;2042
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-14T00:00+01:00;2023-03-15T00:00+01:00;14.03.2023;3947
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;1994
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;2138
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;1995
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;2137
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-15T00:00+01:00;2023-03-16T00:00+01:00;15.03.2023;4132
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;1820
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;1984
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;1819
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;1985
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-16T00:00+01:00;2023-03-17T00:00+01:00;16.03.2023;3804
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;1631
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;1857
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;1630
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;1858
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-17T00:00+01:00;2023-03-18T00:00+01:00;17.03.2023;3488
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;538
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;547
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;538
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;547
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-18T00:00+01:00;2023-03-19T00:00+01:00;18.03.2023;1085
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;462
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;479
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;462
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;479
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-19T00:00+01:00;2023-03-20T00:00+01:00;19.03.2023;941
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;1853
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;1970
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;1853
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;1970
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-20T00:00+01:00;2023-03-21T00:00+01:00;20.03.2023;3823
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;1824
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;1980
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;1824
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;1980
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-21T00:00+01:00;2023-03-22T00:00+01:00;21.03.2023;3804
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;1866
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;2000
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;1866
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;2000
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-22T00:00+01:00;2023-03-23T00:00+01:00;22.03.2023;3866
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;1935
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;2027
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;1934
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;2028
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-23T00:00+01:00;2023-03-24T00:00+01:00;23.03.2023;3962
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-24T00:00+01:00;2023-03-25T00:00+01:00;24.03.2023;1730
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-24T00:00+01:00;2023-03-25T00:00+01:00;24.03.2023;1841
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-24T00:00+01:00;2023-03-25T00:00+01:00;24.03.2023;1732
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-24T00:00+01:00;2023-03-25T00:00+01:00;24.03.2023;1839
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-24T00:00+01:00;2023-03-25T00:00+01:00;24.03.2023;3571
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-25T00:00+01:00;2023-03-26T00:00+01:00;25.03.2023;560
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-25T00:00+01:00;2023-03-26T00:00+01:00;25.03.2023;577
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-25T00:00+01:00;2023-03-26T00:00+01:00;25.03.2023;558
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-25T00:00+01:00;2023-03-26T00:00+01:00;25.03.2023;579
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-25T00:00+01:00;2023-03-26T00:00+01:00;25.03.2023;1137
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-26T00:00+01:00;2023-03-27T00:00+02:00;26.03.2023;538
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-26T00:00+01:00;2023-03-27T00:00+02:00;26.03.2023;536
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-26T00:00+01:00;2023-03-27T00:00+02:00;26.03.2023;538
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-26T00:00+01:00;2023-03-27T00:00+02:00;26.03.2023;536
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-26T00:00+01:00;2023-03-27T00:00+02:00;26.03.2023;1074
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-27T00:00+02:00;2023-03-28T00:00+02:00;27.03.2023;1939
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-27T00:00+02:00;2023-03-28T00:00+02:00;27.03.2023;2060
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-27T00:00+02:00;2023-03-28T00:00+02:00;27.03.2023;1939
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-27T00:00+02:00;2023-03-28T00:00+02:00;27.03.2023;2060
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-27T00:00+02:00;2023-03-28T00:00+02:00;27.03.2023;3999
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-28T00:00+02:00;2023-03-29T00:00+02:00;28.03.2023;1944
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-28T00:00+02:00;2023-03-29T00:00+02:00;28.03.2023;2074
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-28T00:00+02:00;2023-03-29T00:00+02:00;28.03.2023;1947
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-28T00:00+02:00;2023-03-29T00:00+02:00;28.03.2023;2071
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-28T00:00+02:00;2023-03-29T00:00+02:00;28.03.2023;4018
Hansine Hansens veg;KV12650 S2D1 m20;2023-03-29T00:00+02:00;2023-03-30T00:00+02:00;29.03.2023;1942
